name,createdAt,tick,poseData
rawPoseData,1580312713247,308,"{""score"":0.3899301629417631,""keypoints"":[{""score"":0.9993249177932739,""part"":""nose"",""position"":{""x"":164.2535789377258,""y"":140.64071110801808}},{""score"":0.9995962977409363,""part"":""leftEye"",""position"":{""x"":143.59447318156325,""y"":114.82548061676476}},{""score"":0.9994730353355408,""part"":""rightEye"",""position"":{""x"":187.48231850887265,""y"":118.00518243036919}},{""score"":0.8729843497276306,""part"":""leftEar"",""position"":{""x"":117.29429040606016,""y"":118.09488650811531}},{""score"":0.7798639535903931,""part"":""rightEar"",""position"":{""x"":216.1343951536569,""y"":124.40517594198798}},{""score"":0.9617578983306885,""part"":""leftShoulder"",""position"":{""x"":77.86634952802689,""y"":229.34063665237198}},{""score"":0.8999624252319336,""part"":""rightShoulder"",""position"":{""x"":266.420714563715,""y"":221.28018632203958}},{""score"":0.032282065600156784,""part"":""leftElbow"",""position"":{""x"":50.41856909328823,""y"":304.46524369327534}},{""score"":0.05295208841562271,""part"":""rightElbow"",""position"":{""x"":313.5689183880384,""y"":293.33749446529305}},{""score"":0.005575267598032951,""part"":""leftWrist"",""position"":{""x"":85.05906583859587,""y"":296.45751382618346}},{""score"":0.010931584052741528,""part"":""rightWrist"",""position"":{""x"":296.3935332220457,""y"":288.26212382670326}},{""score"":0.0011505112051963806,""part"":""leftHip"",""position"":{""x"":100.75721098336695,""y"":302.4136036949271}},{""score"":0.0070613170973956585,""part"":""rightHip"",""position"":{""x"":244.2506876192567,""y"":293.5799474857681}},{""score"":0.0007124005351215601,""part"":""leftKnee"",""position"":{""x"":92.29421937076557,""y"":287.9900203218092}},{""score"":0.0033025802113115788,""part"":""rightKnee"",""position"":{""x"":251.16398582826383,""y"":289.1412009117511}},{""score"":0.0009891032241284847,""part"":""leftAnkle"",""position"":{""x"":99.9649559262952,""y"":291.3856259467694}},{""score"":0.0008929743198677897,""part"":""rightAnkle"",""position"":{""x"":248.86688002068496,""y"":290.9465428728732}}]}"
rawPoseData,1580312713349,309,"{""score"":0.3721380343948327,""keypoints"":[{""score"":0.9991711378097534,""part"":""nose"",""position"":{""x"":164.09383991740933,""y"":141.0865522265788}},{""score"":0.9993964433670044,""part"":""leftEye"",""position"":{""x"":143.30831695381187,""y"":114.99920533177405}},{""score"":0.9994388222694397,""part"":""rightEye"",""position"":{""x"":187.40917926867567,""y"":117.57811615941077}},{""score"":0.5931851267814636,""part"":""leftEar"",""position"":{""x"":115.76174775535347,""y"":121.46835122264102}},{""score"":0.7745150923728943,""part"":""rightEar"",""position"":{""x"":216.72531552555301,""y"":125.34174234294042}},{""score"":0.9625502228736877,""part"":""leftShoulder"",""position"":{""x"":77.48916952334105,""y"":220.49260209080728}},{""score"":0.8725300431251526,""part"":""rightShoulder"",""position"":{""x"":263.8763107071998,""y"":219.06573703663992}},{""score"":0.02690282091498375,""part"":""leftElbow"",""position"":{""x"":39.243740353456985,""y"":296.86458231079826}},{""score"":0.06538985669612885,""part"":""rightElbow"",""position"":{""x"":313.3677394927786,""y"":292.2401928753103}},{""score"":0.006735330447554588,""part"":""leftWrist"",""position"":{""x"":67.36057380681933,""y"":296.3599401072154}},{""score"":0.011598034761846066,""part"":""rightWrist"",""position"":{""x"":295.18832835882284,""y"":290.8552641854442}},{""score"":0.0018548869993537664,""part"":""leftHip"",""position"":{""x"":79.97210649283778,""y"":303.1284745439931}},{""score"":0.00576250022277236,""part"":""rightHip"",""position"":{""x"":245.5906740250149,""y"":296.4424077948052}},{""score"":0.001017036265693605,""part"":""leftKnee"",""position"":{""x"":73.40013631515052,""y"":287.33603941014684}},{""score"":0.0036513011436909437,""part"":""rightKnee"",""position"":{""x"":251.66223789322623,""y"":289.5754230171}},{""score"":0.0015568594681099057,""part"":""leftAnkle"",""position"":{""x"":64.98998056736826,""y"":290.88121579733377}},{""score"":0.0010910691926255822,""part"":""rightAnkle"",""position"":{""x"":249.6256730054182,""y"":290.2484749587424}}]}"
rawPoseData,1580312713448,310,"{""score"":0.387807421886143,""keypoints"":[{""score"":0.9994712471961975,""part"":""nose"",""position"":{""x"":164.97767602796017,""y"":148.06011057890487}},{""score"":0.9989635944366455,""part"":""leftEye"",""position"":{""x"":142.7747940033763,""y"":121.21866144695338}},{""score"":0.9989094734191895,""part"":""rightEye"",""position"":{""x"":188.91779251551418,""y"":123.03621515109913}},{""score"":0.7706910967826843,""part"":""leftEar"",""position"":{""x"":114.9682334571281,""y"":122.47999340702589}},{""score"":0.7365217804908752,""part"":""rightEar"",""position"":{""x"":217.38768037631888,""y"":126.65856943781367}},{""score"":0.934325098991394,""part"":""leftShoulder"",""position"":{""x"":76.57133129300985,""y"":216.8610225869923}},{""score"":0.9214712381362915,""part"":""rightShoulder"",""position"":{""x"":262.51850719480205,""y"":216.5447421540846}},{""score"":0.08643985539674759,""part"":""leftElbow"",""position"":{""x"":36.81211796146471,""y"":295.1347820666848}},{""score"":0.10002905875444412,""part"":""rightElbow"",""position"":{""x"":313.2851266726542,""y"":292.58668168998963}},{""score"":0.011775513179600239,""part"":""leftWrist"",""position"":{""x"":67.88387747263698,""y"":298.9994410393146}},{""score"":0.017165852710604668,""part"":""rightWrist"",""position"":{""x"":296.2134939506429,""y"":294.00921176095386}},{""score"":0.002668035449460149,""part"":""leftHip"",""position"":{""x"":79.19949698094445,""y"":303.3198195550845}},{""score"":0.004119771998375654,""part"":""rightHip"",""position"":{""x"":242.81369693590557,""y"":298.5690829336466}},{""score"":0.002371460199356079,""part"":""leftKnee"",""position"":{""x"":59.962656697462876,""y"":288.45506462074525}},{""score"":0.0041909352876245975,""part"":""rightKnee"",""position"":{""x"":250.97856573817992,""y"":289.0772128628694}},{""score"":0.002429079730063677,""part"":""leftAnkle"",""position"":{""x"":66.72096047167963,""y"":292.20714879672676}},{""score"":0.0011830799048766494,""part"":""rightAnkle"",""position"":{""x"":249.7219725277728,""y"":290.8658764949538}}]}"
rawPoseData,1580312713555,311,"{""score"":0.3868039408732918,""keypoints"":[{""score"":0.9993461966514587,""part"":""nose"",""position"":{""x"":163.91621842299443,""y"":149.70338906307956}},{""score"":0.9990460276603699,""part"":""leftEye"",""position"":{""x"":142.57170510433548,""y"":121.93120859072539}},{""score"":0.9989628791809082,""part"":""rightEye"",""position"":{""x"":188.5671322253762,""y"":123.6917361137775}},{""score"":0.7417377829551697,""part"":""leftEar"",""position"":{""x"":115.8031717358428,""y"":123.20102397341401}},{""score"":0.732964813709259,""part"":""rightEar"",""position"":{""x"":218.3052320211507,""y"":127.1494854013007}},{""score"":0.9259661436080933,""part"":""leftShoulder"",""position"":{""x"":78.53328178968911,""y"":219.51227395258599}},{""score"":0.908118724822998,""part"":""rightShoulder"",""position"":{""x"":263.58400999898373,""y"":216.41167619744817}},{""score"":0.06913023442029953,""part"":""leftElbow"",""position"":{""x"":39.292706919706916,""y"":295.5911243959421}},{""score"":0.14773596823215485,""part"":""rightElbow"",""position"":{""x"":312.5567394144811,""y"":292.87363812053235}},{""score"":0.013093369081616402,""part"":""leftWrist"",""position"":{""x"":69.1731491951985,""y"":298.2495403572784}},{""score"":0.023037223145365715,""part"":""rightWrist"",""position"":{""x"":296.111237283984,""y"":292.74247118698025}},{""score"":0.0012874051462858915,""part"":""leftHip"",""position"":{""x"":96.75448866449409,""y"":301.8937050567536}},{""score"":0.005033330991864204,""part"":""rightHip"",""position"":{""x"":245.13476332960215,""y"":297.78584189938505}},{""score"":0.0008821096853353083,""part"":""leftKnee"",""position"":{""x"":89.75756205861578,""y"":289.0136713995778}},{""score"":0.005301191471517086,""part"":""rightKnee"",""position"":{""x"":249.72433024556418,""y"":290.3286696838696}},{""score"":0.0026074876077473164,""part"":""leftAnkle"",""position"":{""x"":82.01013039446019,""y"":290.61272501167275}},{""score"":0.0014161064755171537,""part"":""rightAnkle"",""position"":{""x"":249.66130376074364,""y"":290.99469958427045}}]}"
rawPoseData,1580312713650,312,"{""score"":0.3744063300032662,""keypoints"":[{""score"":0.9993414282798767,""part"":""nose"",""position"":{""x"":160.29372747998565,""y"":146.65493449542217}},{""score"":0.9980112910270691,""part"":""leftEye"",""position"":{""x"":139.90419615340872,""y"":120.69894338998313}},{""score"":0.9984130263328552,""part"":""rightEye"",""position"":{""x"":185.20839530848608,""y"":121.01637642744387}},{""score"":0.4772797226905823,""part"":""leftEar"",""position"":{""x"":114.22773236518267,""y"":121.07761243825848}},{""score"":0.8286449909210205,""part"":""rightEar"",""position"":{""x"":216.73240857732756,""y"":125.2476884972094}},{""score"":0.9262352585792542,""part"":""leftShoulder"",""position"":{""x"":77.36893246789361,""y"":218.7495451907376}},{""score"":0.9313104748725891,""part"":""rightShoulder"",""position"":{""x"":263.76389420846095,""y"":214.17086497683198}},{""score"":0.03822210803627968,""part"":""leftElbow"",""position"":{""x"":39.61010193754021,""y"":298.5888913774349}},{""score"":0.1274329423904419,""part"":""rightElbow"",""position"":{""x"":313.73138979846715,""y"":291.9252001976578}},{""score"":0.008872471749782562,""part"":""leftWrist"",""position"":{""x"":69.296224199346,""y"":297.7283596412364}},{""score"":0.01839892938733101,""part"":""rightWrist"",""position"":{""x"":297.8197488912135,""y"":274.41891481190123}},{""score"":0.0009006593027152121,""part"":""leftHip"",""position"":{""x"":94.2167414295921,""y"":303.410851951169}},{""score"":0.004294226877391338,""part"":""rightHip"",""position"":{""x"":247.2231204778575,""y"":297.7583156778126}},{""score"":0.0008166402694769204,""part"":""leftKnee"",""position"":{""x"":73.78745722416954,""y"":288.27216969045753}},{""score"":0.004291542340070009,""part"":""rightKnee"",""position"":{""x"":250.09512237837478,""y"":288.68664419474163}},{""score"":0.0015042491722851992,""part"":""leftAnkle"",""position"":{""x"":66.56174596834609,""y"":291.3811937977369}},{""score"":0.0009376478265039623,""part"":""rightAnkle"",""position"":{""x"":249.46584662627043,""y"":291.93426717804516}}]}"
rawPoseData,1580312713737,313,"{""score"":0.3746057755094679,""keypoints"":[{""score"":0.999159574508667,""part"":""nose"",""position"":{""x"":158.54445230076504,""y"":144.00534583977492}},{""score"":0.9981499910354614,""part"":""leftEye"",""position"":{""x"":139.60537799105094,""y"":118.80582448353752}},{""score"":0.999500036239624,""part"":""rightEye"",""position"":{""x"":183.9945545394626,""y"":119.61864919690774}},{""score"":0.48718610405921936,""part"":""leftEar"",""position"":{""x"":113.48590302467346,""y"":123.45009364006427}},{""score"":0.8159627318382263,""part"":""rightEar"",""position"":{""x"":216.9055678554388,""y"":125.79869261269045}},{""score"":0.9492304921150208,""part"":""leftShoulder"",""position"":{""x"":79.39185942881892,""y"":221.39518685722913}},{""score"":0.9180384874343872,""part"":""rightShoulder"",""position"":{""x"":265.5363592747765,""y"":217.72795643792307}},{""score"":0.0456288643181324,""part"":""leftElbow"",""position"":{""x"":42.46514336362441,""y"":305.2072445560987}},{""score"":0.1145302802324295,""part"":""rightElbow"",""position"":{""x"":313.1124546626909,""y"":292.9556390835906}},{""score"":0.008506259880959988,""part"":""leftWrist"",""position"":{""x"":66.64391168111865,""y"":296.9018808472404}},{""score"":0.01668478734791279,""part"":""rightWrist"",""position"":{""x"":296.0383326993144,""y"":293.3369159726785}},{""score"":0.0009134078864008188,""part"":""leftHip"",""position"":{""x"":98.05088319543208,""y"":302.8167845728843}},{""score"":0.0060790181159973145,""part"":""rightHip"",""position"":{""x"":244.69698620426198,""y"":297.4345564573384}},{""score"":0.0011659304145723581,""part"":""leftKnee"",""position"":{""x"":73.33747334013356,""y"":287.3979714617177}},{""score"":0.004621196538209915,""part"":""rightKnee"",""position"":{""x"":251.10218916165724,""y"":290.85692178460187}},{""score"":0.0017288236413151026,""part"":""leftAnkle"",""position"":{""x"":65.5701708784797,""y"":291.5994518574338}},{""score"":0.0012121980544179678,""part"":""rightAnkle"",""position"":{""x"":249.89606023612998,""y"":291.35162964914247}}]}"
rawPoseData,1580312713816,314,"{""score"":0.38195476359139907,""keypoints"":[{""score"":0.9992709755897522,""part"":""nose"",""position"":{""x"":157.81284053106336,""y"":143.62972318666272}},{""score"":0.9984604120254517,""part"":""leftEye"",""position"":{""x"":137.5331090635645,""y"":116.91138066594607}},{""score"":0.9995610117912292,""part"":""rightEye"",""position"":{""x"":183.89359587943872,""y"":118.26102364876857}},{""score"":0.5776661038398743,""part"":""leftEar"",""position"":{""x"":113.4904136523295,""y"":122.11691372472382}},{""score"":0.8503335118293762,""part"":""rightEar"",""position"":{""x"":216.37818695883368,""y"":124.49306788005885}},{""score"":0.9438651204109192,""part"":""leftShoulder"",""position"":{""x"":81.03735049648174,""y"":219.22214420895898}},{""score"":0.9381102323532104,""part"":""rightShoulder"",""position"":{""x"":266.99857042239046,""y"":217.39927820494336}},{""score"":0.037626367062330246,""part"":""leftElbow"",""position"":{""x"":42.46366942600963,""y"":304.4573701581191}},{""score"":0.10758262127637863,""part"":""rightElbow"",""position"":{""x"":312.4980692233813,""y"":293.45988593115646}},{""score"":0.007285234518349171,""part"":""leftWrist"",""position"":{""x"":68.00195725027817,""y"":295.56802217047715}},{""score"":0.0177870225161314,""part"":""rightWrist"",""position"":{""x"":296.1257342393745,""y"":294.4450120048636}},{""score"":0.0007839062600396574,""part"":""leftHip"",""position"":{""x"":99.21659103805305,""y"":302.7227265898481}},{""score"":0.00646168552339077,""part"":""rightHip"",""position"":{""x"":245.4640679041073,""y"":297.6884477881366}},{""score"":0.0006766602746210992,""part"":""leftKnee"",""position"":{""x"":90.02214041237309,""y"":288.12582590459715}},{""score"":0.004472985863685608,""part"":""rightKnee"",""position"":{""x"":251.69887084847744,""y"":290.5430795629937}},{""score"":0.0020891681779175997,""part"":""leftAnkle"",""position"":{""x"":82.19902415073943,""y"":290.437431527882}},{""score"":0.0011979617411270738,""part"":""rightAnkle"",""position"":{""x"":249.93509264728084,""y"":290.7393314180459}}]}"
rawPoseData,1580312713901,315,"{""score"":0.387621687269797,""keypoints"":[{""score"":0.9985077381134033,""part"":""nose"",""position"":{""x"":155.04591456082173,""y"":144.00193207624756}},{""score"":0.998944103717804,""part"":""leftEye"",""position"":{""x"":136.53054320140126,""y"":115.80192163507024}},{""score"":0.9995872378349304,""part"":""rightEye"",""position"":{""x"":182.5962733125828,""y"":117.83397684748164}},{""score"":0.7454615831375122,""part"":""leftEar"",""position"":{""x"":112.70694580170098,""y"":119.96027914211373}},{""score"":0.8463301658630371,""part"":""rightEar"",""position"":{""x"":215.4582727429421,""y"":123.56254121457786}},{""score"":0.9553771615028381,""part"":""leftShoulder"",""position"":{""x"":79.68960016559072,""y"":222.91559321802515}},{""score"":0.873795747756958,""part"":""rightShoulder"",""position"":{""x"":266.2508268738359,""y"":218.6180849952584}},{""score"":0.044099368155002594,""part"":""leftElbow"",""position"":{""x"":45.60607966895628,""y"":305.18987468866635}},{""score"":0.08673357963562012,""part"":""rightElbow"",""position"":{""x"":314.55501225723356,""y"":292.32105127286485}},{""score"":0.007168144918978214,""part"":""leftWrist"",""position"":{""x"":66.50445750276128,""y"":296.43073134606243}},{""score"":0.015656638890504837,""part"":""rightWrist"",""position"":{""x"":295.44784742293086,""y"":291.7037872716298}},{""score"":0.0007252460927702487,""part"":""leftHip"",""position"":{""x"":98.91751844309914,""y"":303.6603489771087}},{""score"":0.007197501603513956,""part"":""rightHip"",""position"":{""x"":244.8621318869138,""y"":297.23052208784424}},{""score"":0.0006050135707482696,""part"":""leftKnee"",""position"":{""x"":90.31594029519962,""y"":288.0331098686693}},{""score"":0.00595192750915885,""part"":""rightKnee"",""position"":{""x"":250.93292269013403,""y"":291.100732875507}},{""score"":0.0018633067375048995,""part"":""leftAnkle"",""position"":{""x"":82.43459403391057,""y"":290.12014293104676}},{""score"":0.0015642185462638736,""part"":""rightAnkle"",""position"":{""x"":250.3324331289229,""y"":291.26437138803635}}]}"
rawPoseData,1580312713986,316,"{""score"":0.37186988805393306,""keypoints"":[{""score"":0.9981053471565247,""part"":""nose"",""position"":{""x"":156.60983808104294,""y"":142.67240029060522}},{""score"":0.9990905523300171,""part"":""leftEye"",""position"":{""x"":136.3777720185345,""y"":114.97668135555278}},{""score"":0.9996788501739502,""part"":""rightEye"",""position"":{""x"":182.0892795405685,""y"":117.16648008986112}},{""score"":0.475174218416214,""part"":""leftEar"",""position"":{""x"":112.68151746588575,""y"":121.10498971684396}},{""score"":0.8544723391532898,""part"":""rightEar"",""position"":{""x"":215.20438347018438,""y"":123.39342764789342}},{""score"":0.9426314234733582,""part"":""leftShoulder"",""position"":{""x"":81.451862584899,""y"":222.25832460895845}},{""score"":0.8974742293357849,""part"":""rightShoulder"",""position"":{""x"":265.54226715840645,""y"":217.3227322179415}},{""score"":0.04295266047120094,""part"":""leftElbow"",""position"":{""x"":46.38631293752428,""y"":305.00341072422106}},{""score"":0.0739869624376297,""part"":""rightElbow"",""position"":{""x"":313.9413514108969,""y"":292.13822539906823}},{""score"":0.008516931906342506,""part"":""leftWrist"",""position"":{""x"":66.65999626193627,""y"":296.5469935159655}},{""score"":0.013448142446577549,""part"":""rightWrist"",""position"":{""x"":297.215730033218,""y"":277.6304477131331}},{""score"":0.0008682588813826442,""part"":""leftHip"",""position"":{""x"":98.91620563399545,""y"":302.9194043439644}},{""score"":0.006435013841837645,""part"":""rightHip"",""position"":{""x"":244.48588225378126,""y"":298.7161704609585}},{""score"":0.0007162697147578001,""part"":""leftKnee"",""position"":{""x"":90.3170842105628,""y"":288.6850029014338}},{""score"":0.004539886023849249,""part"":""rightKnee"",""position"":{""x"":251.52060787331104,""y"":290.55557398131054}},{""score"":0.00248231110163033,""part"":""leftAnkle"",""position"":{""x"":82.73260649304717,""y"":289.21306711983607}},{""score"":0.0012147000525146723,""part"":""rightAnkle"",""position"":{""x"":250.55702443363407,""y"":292.03477460764987}}]}"
rawPoseData,1580312714066,317,"{""score"":0.3762651448350345,""keypoints"":[{""score"":0.997456967830658,""part"":""nose"",""position"":{""x"":155.29667954204345,""y"":141.36715838038955}},{""score"":0.9992246627807617,""part"":""leftEye"",""position"":{""x"":136.1610837760948,""y"":114.05469603496064}},{""score"":0.9997280240058899,""part"":""rightEye"",""position"":{""x"":181.45194760557453,""y"":116.55699857264668}},{""score"":0.5443586111068726,""part"":""leftEar"",""position"":{""x"":113.32843557663418,""y"":121.80782149453543}},{""score"":0.8472862839698792,""part"":""rightEar"",""position"":{""x"":215.31451238086032,""y"":123.71126954845573}},{""score"":0.9446292519569397,""part"":""leftShoulder"",""position"":{""x"":81.5625105374645,""y"":220.99365895438262}},{""score"":0.8949510455131531,""part"":""rightShoulder"",""position"":{""x"":267.4319294355036,""y"":217.70611146649549}},{""score"":0.040488481521606445,""part"":""leftElbow"",""position"":{""x"":46.29241068709854,""y"":303.8492593057785}},{""score"":0.0834745466709137,""part"":""rightElbow"",""position"":{""x"":313.65899941758516,""y"":291.7578496363467}},{""score"":0.0067229545675218105,""part"":""leftWrist"",""position"":{""x"":67.60594098292052,""y"":295.7065780877359}},{""score"":0.01725207269191742,""part"":""rightWrist"",""position"":{""x"":297.5298495802044,""y"":281.53640490115924}},{""score"":0.0008827694691717625,""part"":""leftHip"",""position"":{""x"":98.84415413257986,""y"":302.8691171029201}},{""score"":0.0050339968875050545,""part"":""rightHip"",""position"":{""x"":245.8466938826026,""y"":299.0704152930738}},{""score"":0.0005755771999247372,""part"":""leftKnee"",""position"":{""x"":89.8473989687617,""y"":287.68681182634936}},{""score"":0.009347119368612766,""part"":""rightKnee"",""position"":{""x"":285.88912854916265,""y"":288.0064459101736}},{""score"":0.0016851533437147737,""part"":""leftAnkle"",""position"":{""x"":82.14453723434173,""y"":290.16207208548525}},{""score"":0.0034099433105438948,""part"":""rightAnkle"",""position"":{""x"":280.6653189248784,""y"":292.9356610102894}}]}"
rawPoseData,1580312714151,318,"{""score"":0.37234349151634993,""keypoints"":[{""score"":0.9986287355422974,""part"":""nose"",""position"":{""x"":154.21811877655347,""y"":142.4179586982161}},{""score"":0.9990934133529663,""part"":""leftEye"",""position"":{""x"":135.356400226627,""y"":113.90442704163954}},{""score"":0.9997043013572693,""part"":""rightEye"",""position"":{""x"":180.0699526734805,""y"":116.37543877508236}},{""score"":0.44998300075531006,""part"":""leftEar"",""position"":{""x"":113.09246918143435,""y"":120.75298779088592}},{""score"":0.8849291205406189,""part"":""rightEar"",""position"":{""x"":214.93122478054966,""y"":123.88185745601484}},{""score"":0.9519882202148438,""part"":""leftShoulder"",""position"":{""x"":81.12083405362392,""y"":221.5710121064228}},{""score"":0.8668476939201355,""part"":""rightShoulder"",""position"":{""x"":267.40779024910853,""y"":218.8502481726581}},{""score"":0.04149158298969269,""part"":""leftElbow"",""position"":{""x"":46.83171776281978,""y"":304.66496358356414}},{""score"":0.08858349919319153,""part"":""rightElbow"",""position"":{""x"":313.302342186342,""y"":291.16569702420105}},{""score"":0.0068275961093604565,""part"":""leftWrist"",""position"":{""x"":68.36452770374649,""y"":296.3493150207338}},{""score"":0.016488811001181602,""part"":""rightWrist"",""position"":{""x"":299.1278896360086,""y"":279.16538343797447}},{""score"":0.0013866927474737167,""part"":""leftHip"",""position"":{""x"":98.68132273096714,""y"":301.7215094410701}},{""score"":0.005888407584279776,""part"":""rightHip"",""position"":{""x"":245.3222200937724,""y"":296.9236513471745}},{""score"":0.0008115856908261776,""part"":""leftKnee"",""position"":{""x"":90.8906473533336,""y"":287.46357744030144}},{""score"":0.010995552875101566,""part"":""rightKnee"",""position"":{""x"":286.66709097344375,""y"":287.6103816838929}},{""score"":0.0021469607017934322,""part"":""leftAnkle"",""position"":{""x"":82.98250577251707,""y"":289.67944776835003}},{""score"":0.004044181201606989,""part"":""rightAnkle"",""position"":{""x"":279.864435484572,""y"":291.7815989698076}}]}"
rawPoseData,1580312714233,319,"{""score"":0.3628319508485113,""keypoints"":[{""score"":0.9990022778511047,""part"":""nose"",""position"":{""x"":153.24053851079518,""y"":140.78100031278254}},{""score"":0.9993745684623718,""part"":""leftEye"",""position"":{""x"":132.9505319460917,""y"":114.04341871448369}},{""score"":0.9996247291564941,""part"":""rightEye"",""position"":{""x"":179.47237379932972,""y"":116.30661348631543}},{""score"":0.3459951877593994,""part"":""leftEar"",""position"":{""x"":112.75617444444481,""y"":120.82859241927059}},{""score"":0.8581452965736389,""part"":""rightEar"",""position"":{""x"":214.31803979718012,""y"":122.08921324959141}},{""score"":0.9576857089996338,""part"":""leftShoulder"",""position"":{""x"":81.98495788655578,""y"":220.9298787442442}},{""score"":0.8588213324546814,""part"":""rightShoulder"",""position"":{""x"":266.3788070763608,""y"":219.60654804897592}},{""score"":0.02679055742919445,""part"":""leftElbow"",""position"":{""x"":46.71081969221552,""y"":304.26958712342935}},{""score"":0.07930060476064682,""part"":""rightElbow"",""position"":{""x"":312.9504528059804,""y"":291.6466392529824}},{""score"":0.004196529276669025,""part"":""leftWrist"",""position"":{""x"":66.99256356745872,""y"":295.0350532984521}},{""score"":0.013488422147929668,""part"":""rightWrist"",""position"":{""x"":299.2215878064979,""y"":279.47096650324517}},{""score"":0.0015763472765684128,""part"":""leftHip"",""position"":{""x"":100.22454754676593,""y"":300.39097156015276}},{""score"":0.005949387792497873,""part"":""rightHip"",""position"":{""x"":245.3320761112502,""y"":296.08246126938997}},{""score"":0.0008571606012992561,""part"":""leftKnee"",""position"":{""x"":91.42270971264261,""y"":287.2409213034972}},{""score"":0.013027483597397804,""part"":""rightKnee"",""position"":{""x"":269.83023316923874,""y"":287.83886850057087}},{""score"":0.001188762136735022,""part"":""leftAnkle"",""position"":{""x"":99.27031125937444,""y"":290.81556637704546}},{""score"":0.0031188081484287977,""part"":""rightAnkle"",""position"":{""x"":264.99043986351626,""y"":291.0794311079144}}]}"
rawPoseData,1580312714319,320,"{""score"":0.36509969130993875,""keypoints"":[{""score"":0.9991666078567505,""part"":""nose"",""position"":{""x"":151.85378646567597,""y"":140.6433288053518}},{""score"":0.99925297498703,""part"":""leftEye"",""position"":{""x"":132.54216775059348,""y"":113.4879716199654}},{""score"":0.9995612502098083,""part"":""rightEye"",""position"":{""x"":177.6578290759633,""y"":116.83515836223296}},{""score"":0.3325575292110443,""part"":""leftEar"",""position"":{""x"":110.55107823394528,""y"":120.60274958398293}},{""score"":0.8336374163627625,""part"":""rightEar"",""position"":{""x"":212.94316491316619,""y"":124.39247246807335}},{""score"":0.951835036277771,""part"":""leftShoulder"",""position"":{""x"":80.07402731332297,""y"":222.44523102168864}},{""score"":0.8950427174568176,""part"":""rightShoulder"",""position"":{""x"":267.3782915984134,""y"":220.4113532046536}},{""score"":0.03474228084087372,""part"":""leftElbow"",""position"":{""x"":48.44756543105717,""y"":303.4335448267905}},{""score"":0.11625082790851593,""part"":""rightElbow"",""position"":{""x"":313.2474383741883,""y"":292.04510599109466}},{""score"":0.004954829812049866,""part"":""leftWrist"",""position"":{""x"":67.50711800365843,""y"":295.2729675734432}},{""score"":0.017025496810674667,""part"":""rightWrist"",""position"":{""x"":300.5571330166712,""y"":278.26463831213886}},{""score"":0.0015423486474901438,""part"":""leftHip"",""position"":{""x"":99.83800219003808,""y"":301.5563978653633}},{""score"":0.005096814129501581,""part"":""rightHip"",""position"":{""x"":245.15716729054466,""y"":297.5587822096284}},{""score"":0.000810712983366102,""part"":""leftKnee"",""position"":{""x"":91.18155662949786,""y"":287.6323926342701}},{""score"":0.011486646719276905,""part"":""rightKnee"",""position"":{""x"":270.30815683415807,""y"":287.85234638066953}},{""score"":0.0010848286328837276,""part"":""leftAnkle"",""position"":{""x"":99.14034461409119,""y"":291.3580758748493}},{""score"":0.002646433422341943,""part"":""rightAnkle"",""position"":{""x"":265.00513895753585,""y"":290.82553922953167}}]}"
rawPoseData,1580312714405,321,"{""score"":0.3774544181582956,""keypoints"":[{""score"":0.9988663196563721,""part"":""nose"",""position"":{""x"":149.68272974512345,""y"":139.7589919885471}},{""score"":0.9994106292724609,""part"":""leftEye"",""position"":{""x"":131.34333899007,""y"":112.1529281528484}},{""score"":0.9995065927505493,""part"":""rightEye"",""position"":{""x"":176.38765690588457,""y"":115.70532699720795}},{""score"":0.5027542114257812,""part"":""leftEar"",""position"":{""x"":109.39424031566088,""y"":120.19734478279815}},{""score"":0.8792794942855835,""part"":""rightEar"",""position"":{""x"":212.39313775619343,""y"":123.70141497422395}},{""score"":0.9524291157722473,""part"":""leftShoulder"",""position"":{""x"":83.93271809374193,""y"":221.8586176071393}},{""score"":0.9012880921363831,""part"":""rightShoulder"",""position"":{""x"":266.2512209592304,""y"":219.65551719325936}},{""score"":0.031896889209747314,""part"":""leftElbow"",""position"":{""x"":57.41775222631168,""y"":305.80890510626995}},{""score"":0.10547788441181183,""part"":""rightElbow"",""position"":{""x"":313.2741920162733,""y"":292.1527221362032}},{""score"":0.0048210760578513145,""part"":""leftWrist"",""position"":{""x"":84.5421512579706,""y"":297.57255262154143}},{""score"":0.01472825463861227,""part"":""rightWrist"",""position"":{""x"":297.81315863804576,""y"":279.4997872146018}},{""score"":0.0009385931771248579,""part"":""leftHip"",""position"":{""x"":116.68206345787388,""y"":302.67237412540425}},{""score"":0.006208316422998905,""part"":""rightHip"",""position"":{""x"":245.18724821211677,""y"":296.1457493835811}},{""score"":0.0007467565010301769,""part"":""leftKnee"",""position"":{""x"":106.48868510135912,""y"":288.65294292348074}},{""score"":0.01257027592509985,""part"":""rightKnee"",""position"":{""x"":287.3751954522968,""y"":287.9903827010701}},{""score"":0.0010839257156476378,""part"":""leftAnkle"",""position"":{""x"":99.79188764696661,""y"":292.46088141928084}},{""score"":0.0047186813317239285,""part"":""rightAnkle"",""position"":{""x"":279.29790618370123,""y"":290.9103864760356}}]}"
